source,target
0,980
0,102
0,996
0,0
0,30
0,683
0,203
0,723
0,511
0,653
1,360
1,469
1,497
1,234
1,556
1,267
1,404
1,352
2,123
2,821
2,849
2,124
2,900
2,302
2,127
2,38
2,42
2,603
2,382
2,133
2,352
3,339
3,499
3,877
3,348
3,328
3,128
3,776
3,269
3,491
3,697
3,597
4,291
4,910
4,545
4,4
4,12
4,306
4,307
4,58
4,170
5,37
5,594
5,319
5,845
5,848
5,837
5,298
5,755
5,14
5,596
5,175
5,323
5,889
5,479
6,896
6,485
6,605
6,532
6,227
6,122
6,251
6,833
6,83
6,216
7,544
7,563
7,949
7,935
7,459
7,274
7,549
7,600
7,168
7,427
7,225
8,305
8,948
8,18
8,662
8,19
8,875
8,266
8,308
8,81
9,504
9,617
9,9
9,379
9,170
9,355
9,772
9,374
9,619
9,650
9,11
9,668
9,149
9,370
9,120
10,10
10,101
10,219
10,605
10,574
10,455
10,122
10,802
11,478
11,35
11,648
11,166
11,587
11,370
12,70
12,372
12,691
12,102
12,269
12,723
12,511
13,13
13,16
13,36
13,205
13,917
13,809
13,401
13,148
13,547
13,321
14,304
14,974
14,326
14,694
14,180
14,612
14,965
14,539
14,555
14,69
14,80
14,175
14,601
15,643
15,515
15,919
15,143
15,414
15,400
15,187
15,367
15,127
15,711
16,276
16,205
16,186
16,669
16,651
16,547
16,321
16,225
17,92
17,141
17,650
17,416
17,149
17,355
17,264
17,587
17,471
17,619
17,370
17,379
17,120
18,135
18,266
18,308
18,20
18,19
18,81
18,662
18,231
18,783
18,36
18,466
18,291
19,135
19,783
19,81
19,257
19,557
19,822
19,231
19,34
20,175
20,135
20,308
20,266
20,662
20,783
20,948
20,231
20,557
20,822
20,438
20,81
21,855
21,294
21,996
21,426
21,707
21,689
21,223
21,793
21,142
21,683
21,723
21,727
21,859
22,522
22,399
22,827
22,119
22,543
22,803
22,653
22,960
22,507
22,879
22,826
22,248
22,598
23,933
23,418
23,871
23,43
23,122
23,289
23,293
23,938
23,941
23,565
23,75
23,352
23,609
24,388
24,77
24,592
24,111
24,920
24,145
24,441
24,447
25,953
25,273
25,681
25,423
25,126
25,556
25,301
25,46
25,432
25,573
25,965
25,457
25,468
26,275
26,510
26,44
26,656
26,285
26,371
26,305
26,79
26,668
26,318
26,995
26,505
27,539
27,517
27,259
27,278
27,354
27,673
27,175
27,323
27,286
27,146
28,801
28,887
28,198
28,522
28,766
28,803
28,473
28,106
28,119
28,248
28,201
29,561
29,264
29,780
29,526
29,650
29,34
29,49
30,130
30,142
30,247
30,181
30,841
30,911
30,689
30,446
30,203
30,723
30,985
30,996
31,523
31,280
31,152
31,854
31,699
31,193
31,987
32,386
32,388
32,447
32,395
32,257
32,751
32,806
32,441
32,206
33,900
33,38
33,338
33,849
33,197
33,133
33,835
33,121
33,770
34,272
34,533
34,799
34,261
34,299
34,767
34,109
34,286
34,805
34,252
34,520
34,747
34,383
34,514
34,526
34,496
34,49
34,276
34,501
34,876
34,389
34,45
34,268
34,488
34,239
34,357
34,888
34,780
34,264
34,89
34,590
34,722
34,954
34,980
35,861
35,157
35,164
35,588
35,35
35,586
35,145
35,874
35,751
35,969
35,730
36,519
36,953
36,505
36,148
36,405
36,547
36,321
37,536
37,539
37,342
37,869
37,535
37,881
37,583
37,731
37,582
37,175
37,635
38,769
38,618
38,812
38,684
38,849
38,83
38,558
38,821
38,82
38,344
38,358
39,159
39,374
39,906
39,740
39,678
39,912
39,100
39,709
39,577
40,643
40,392
40,400
40,663
40,367
40,40
40,677
40,134
40,785
40,836
40,187
40,127
40,360
41,486
41,200
41,926
41,429
41,704
41,568
41,335
41,96
41,732
42,133
42,849
42,851
42,64
42,899
42,819
42,63
42,103
42,716
43,441
43,814
43,938
43,609
43,972
43,654
43,565
43,75
43,352
44,838
44,787
44,275
44,318
44,909
44,542
44,836
44,765
44,513
44,672
44,53
44,305
44,584
44,622
45,606
45,471
45,780
45,653
45,49
45,184
46,423
46,525
46,169
46,490
46,573
46,514
47,270
47,813
47,433
47,94
47,814
47,432
47,850
47,95
47,654
47,443
48,790
48,797
48,59
48,265
48,834
48,814
48,828
48,487
48,921
48,971
48,61
48,72
48,396
49,272
49,276
49,49
49,89
49,514
49,496
49,389
49,286
49,780
49,799
49,784
49,310
49,805
49,590
49,383
49,767
49,268
49,876
49,252
49,261
49,791
49,626
49,888
49,299
49,526
49,817
49,747
49,109
49,488
49,357
49,239
49,752
49,689
49,694
49,478
49,501
50,335
50,296
50,835
50,194
50,561
50,825
50,714
50,998
51,536
51,539
51,278
51,615
51,362
51,531
51,783
51,69
51,80
51,132
51,175
51,953
51,136
51,768
52,279
52,816
52,574
52,185
52,52
52,202
52,824
52,610
52,440
52,884
52,900
52,346
53,311
53,513
53,275
53,542
53,438
53,570
53,622
53,388
54,479
54,118
54,380
54,624
54,977
54,190
55,281
55,820
55,939
55,774
55,796
55,544
55,331
55,327
55,385
55,105
55,981
55,778
55,664
55,524
55,864
55,359
55,256
55,407
55,412
55,744
55,245
55,244
55,872
55,642
55,496
56,681
56,890
56,965
56,457
56,943
56,337
56,833
56,465
56,601
56,225
57,679
57,256
57,385
57,623
57,766
57,423
57,607
57,872
57,642
57,666
57,744
58,435
58,561
58,545
58,58
58,445
58,482
59,602
59,274
59,797
59,813
59,577
59,84
59,265
59,575
59,721
59,61
59,396
59,939
60,270
60,790
60,654
60,921
60,644
60,338
60,828
60,834
60,336
61,813
61,433
61,61
61,315
61,274
61,265
61,921
61,654
61,834
61,850
61,94
61,398
61,575
61,435
61,383
61,95
61,416
61,877
62,539
62,571
62,945
62,777
62,721
62,175
62,887
62,901
62,990
63,821
63,682
63,133
63,397
63,123
63,684
63,493
64,862
64,682
64,684
64,301
64,618
64,123
65,519
65,562
65,831
65,317
65,70
65,490
65,847
65,334
65,369
65,378
65,894
65,163
65,444
65,739
66,781
66,576
66,738
66,756
66,163
66,324
66,483
67,142
67,512
67,906
67,754
67,250
67,628
68,152
68,419
68,987
68,156
68,809
68,280
68,865
68,795
68,375
68,982
69,517
69,539
69,518
69,351
69,555
69,887
69,931
69,582
69,278
69,837
69,180
69,869
69,735
69,110
69,237
69,845
69,365
69,377
69,999
69,929
69,553
69,456
69,759
69,639
69,773
69,713
69,508
69,176
69,80
69,387
69,128
69,384
69,417
69,848
69,945
69,478
69,420
69,789
69,137
69,855
69,612
69,811
69,160
69,974
69,615
69,638
69,715
69,325
69,889
69,694
69,175
69,260
69,830
69,608
69,415
69,771
69,594
69,535
69,881
69,593
69,224
69,584
69,596
69,571
69,155
69,410
69,259
69,166
69,333
69,362
69,97
69,283
69,210
69,292
69,643
69,886
69,152
69,271
69,761
69,479
70,317
70,831
70,758
70,602
70,372
70,894
70,265
70,476
71,797
71,491
71,810
71,499
71,384
71,877
71,246
71,956
72,265
72,797
72,84
72,850
72,718
73,703
73,546
73,394
73,671
73,165
73,294
73,467
74,933
74,698
74,941
74,613
74,293
74,151
74,699
75,293
75,956
75,609
75,75
75,450
75,352
75,853
75,933
75,418
75,918
75,613
75,151
75,184
75,788
76,548
76,269
76,810
76,458
76,599
76,328
76,732
76,320
76,427
77,386
77,388
77,441
77,447
77,916
77,238
77,757
77,257
77,548
77,832
77,772
77,592
78,562
78,421
78,550
78,952
78,863
78,136
78,497
78,975
79,284
79,285
79,808
79,570
79,591
79,711
79,850
80,527
80,539
80,569
80,387
80,638
80,685
80,715
80,739
80,365
80,999
80,883
80,224
80,117
80,951
80,694
80,319
80,639
80,944
80,673
80,615
80,735
80,977
80,772
80,793
80,979
80,614
80,175
80,240
80,260
80,278
80,887
80,452
80,479
80,375
81,135
81,266
81,81
81,822
81,948
81,783
81,798
81,231
81,308
81,429
82,175
82,889
82,558
82,515
82,851
82,618
82,123
82,150
82,83
82,943
83,455
83,448
83,605
83,896
83,216
83,219
83,249
83,86
83,251
83,485
83,532
83,101
83,442
83,83
83,388
83,227
84,353
84,265
84,270
84,274
84,797
84,914
85,926
85,568
85,347
85,208
85,669
85,134
85,741
85,970
86,896
86,532
86,122
86,101
86,216
86,455
86,334
86,249
86,407
87,263
87,675
87,195
87,947
87,89
87,862
87,353
88,992
88,397
88,823
88,576
88,868
88,896
88,651
89,264
89,817
89,876
89,923
90,641
90,722
90,724
90,725
90,214
90,882
90,629
90,125
90,222
90,886
90,498
90,99
90,414
90,349
91,616
91,291
91,172
91,306
91,307
91,91
91,997
91,633
91,360
92,311
92,317
92,726
92,959
92,898
92,658
92,334
92,436
92,369
92,904
92,567
93,406
93,372
93,726
93,930
93,390
93,625
93,163
93,100
94,227
94,797
94,813
94,834
94,343
95,270
95,790
95,834
95,921
95,315
95,113
95,274
95,577
95,813
95,516
96,926
96,200
96,720
96,208
96,552
96,710
96,179
96,700
96,669
96,236
96,842
96,690
96,347
96,540
96,296
97,523
97,535
97,539
97,330
97,662
97,175
97,278
97,323
97,974
97,479
98,196
98,968
98,340
98,867
98,126
98,687
98,520
98,893
98,399
98,733
99,560
99,724
99,725
99,349
99,222
99,886
99,444
99,401
100,761
100,724
100,906
100,678
100,512
100,363
100,754
100,905
100,269
101,442
101,448
101,605
101,485
101,122
102,793
102,707
102,181
102,826
102,142
102,723
103,325
103,579
103,382
103,133
103,769
103,812
103,603
103,213
103,916
103,618
103,903
103,413
104,645
104,394
104,923
104,165
104,437
104,446
105,774
105,778
105,820
105,607
105,939
106,673
106,485
106,522
106,314
106,473
106,383
107,144
107,273
107,468
107,556
107,870
108,992
108,353
108,235
108,108
108,195
108,862
108,220
108,495
108,962
108,947
108,389
108,491
109,240
109,314
109,507
109,533
109,590
109,891
109,626
110,523
110,596
110,713
110,396
110,175
110,278
110,452
111,388
111,916
111,441
111,592
111,692
111,381
111,792
111,550
112,718
112,388
112,395
112,916
112,806
112,441
112,112
112,116
113,511
113,270
113,797
113,261
114,837
114,646
114,788
114,733
114,620
114,225
