source,target
0,23
0,89
0,271
0,337
0,240
0,24
0,291
0,432
0,470
1,228
1,23
1,372
1,290
1,287
1,119
1,136
1,402
1,168
1,494
2,51
2,149
2,456
2,49
2,123
2,138
3,68
3,58
3,456
3,210
3,278
3,185
3,314
3,11
3,136
3,139
3,142
3,376
3,482
4,98
4,238
4,294
4,479
4,189
4,190
4,148
4,456
4,30
4,432
4,138
4,308
4,467
4,162
4,349
4,419
5,75
5,481
5,281
5,239
5,322
5,265
5,138
5,164
5,195
5,167
6,288
6,52
6,370
6,175
6,479
6,178
6,75
6,487
6,475
6,110
6,377
6,44
6,362
6,68
6,155
6,378
6,356
6,15
6,375
7,182
7,68
7,7
7,212
7,190
7,393
7,421
7,308
7,229
7,199
7,209
7,279
7,409
7,184
7,219
7,328
7,372
7,93
7,50
7,228
7,179
7,248
7,194
7,402
7,270
7,410
7,216
8,27
8,235
8,310
8,354
8,454
8,432
8,36
8,359
8,199
8,353
8,459
8,394
9,84
9,454
9,337
9,419
9,58
9,156
9,300
9,112
9,274
9,126
9,201
9,257
9,343
10,182
10,204
10,20
10,392
10,446
10,318
10,290
10,353
10,239
10,51
10,311
10,155
10,55
10,167
10,349
10,394
11,290
11,237
11,214
11,212
11,126
11,31
11,52
11,180
11,243
12,125
12,305
12,291
12,353
12,297
12,33
12,95
12,36
12,55
12,103
12,116
12,272
12,323
12,376
12,166
12,211
13,28
13,236
13,394
13,187
13,405
13,79
13,369
13,278
13,52
13,268
13,188
13,353
13,457
14,156
14,33
14,431
14,288
14,194
14,233
14,260
15,232
15,33
15,449
15,341
15,436
15,196
15,95
15,137
15,322
15,353
15,420
15,294
16,69
16,397
16,66
16,422
16,431
16,184
16,41
16,156
16,206
16,484
16,363
16,126
16,478
16,176
16,294
16,448
17,156
17,236
17,19
17,326
17,496
17,244
17,245
17,293
17,324
17,361
17,368
17,440
17,184
17,283
17,455
18,68
18,81
18,170
18,110
18,427
18,339
18,203
18,311
18,148
18,442
18,19
18,78
18,412
18,440
18,158
18,167
19,71
19,317
19,396
19,87
19,47
19,364
19,62
19,259
19,489
19,363
19,464
19,167
19,187
19,211
20,192
20,362
20,309
20,147
20,297
20,138
20,461
21,79
21,400
21,271
21,409
21,142
21,292
21,127
21,125
21,449
21,446
21,318
21,66
21,38
21,336
21,245
21,160
21,161
21,61
21,299
21,172
21,325
21,113
21,49
21,475
21,178
21,387
21,490
21,211
21,333
22,37
22,160
22,433
22,205
22,228
22,490
22,155
22,103
22,111
22,394
23,56
23,247
23,224
23,137
23,80
23,412
23,281
23,85
23,425
23,255
23,114
23,441
23,210
23,415
23,402
23,347
23,126
23,251
23,338
23,160
23,166
23,336
24,405
24,439
24,459
24,150
24,210
24,47
24,137
24,181
24,358
24,243
24,394
24,419
25,32
25,486
25,239
25,308
25,380
25,162
25,176
25,211
25,216
25,233
25,462
26,196
26,207
26,495
26,113
26,297
26,136
26,169
26,142
26,409
26,375
27,89
27,45
27,67
27,426
27,262
27,362
27,126
27,84
27,226
27,330
27,77
27,217
27,275
27,28
27,79
27,456
27,206
27,317
27,112
27,421
27,97
27,114
27,120
27,428
27,286
27,294
28,28
28,489
28,173
28,177
28,205
28,387
28,281
28,300
28,78
28,420
28,75
28,287
28,334
28,317
28,189
