source,target
0,898
0,227
0,739
0,937
0,317
0,189
0,16
0,284
0,194
0,887
0,472
0,526
0,495
0,223
0,85
0,82
0,899
0,731
0,428
0,384
0,729
0,781
0,301
0,208
0,15
0,971
1,639
1,316
1,623
1,466
1,172
1,168
1,366
1,457
1,392
1,668
1,439
1,707
1,810
2,861
2,395
2,800
2,604
2,898
2,836
2,111
2,674
3,97
3,342
3,856
3,77
3,465
3,26
3,960
3,922
3,19
3,836
3,584
3,872
3,455
3,525
4,130
4,532
4,847
4,807
4,909
4,104
4,325
4,121
4,382
5,10
5,823
5,966
5,488
5,605
5,190
5,976
5,840
5,326
5,836
5,747
6,453
6,680
6,342
6,354
6,658
6,157
6,966
6,540
6,465
6,888
6,932
6,849
6,269
6,992
6,999
6,684
7,763
7,172
7,794
7,559
7,71
7,358
7,543
7,352
7,791
7,511
7,270
8,147
8,340
8,349
8,858
8,580
8,329
8,246
8,204
8,175
8,734
8,410
8,149
8,348
8,477
8,887
8,23
8,25
8,861
8,549
8,889
8,454
9,66
9,909
9,73
9,829
9,363
9,500
9,496
9,760
9,13
9,289
9,779
9,895
9,337
9,17
9,973
9,793
9,647
9,161
9,914
9,651
9,757
9,279
9,207
9,270
9,905
9,455
9,128
9,262
9,851
9,516
9,952
9,487
9,560
9,743
9,250
9,281
9,761
9,913
9,625
9,310
9,226
9,577
9,486
9,860
9,24
9,27
9,608
9,815
10,868
10,537
10,725
10,171
10,306
10,415
10,317
10,759
10,590
10,510
10,519
11,639
11,856
11,930
11,251
11,761
11,371
11,248
11,361
11,746
11,956
11,115
11,551
11,953
11,634
11,649
11,209
12,133
12,783
12,787
12,105
12,739
12,24
12,169
12,64
13,653
13,279
13,133
13,291
13,911
13,143
13,493
13,525
14,309
14,524
14,916
14,670
14,661
14,720
14,785
14,276
14,424
14,359
14,843
14,45
14,244
14,27
14,791
14,605
15,947
15,442
15,123
15,278
15,384
16,922
16,364
16,950
16,631
16,709
16,404
16,121
16,552
16,186
17,282
17,69
17,36
17,738
17,809
17,539
17,599
18,396
18,650
18,149
18,496
18,445
18,315
18,759
18,440
18,990
18,153
18,562
18,245
18,822
18,326
18,999
19,38
19,369
19,877
19,273
19,953
19,710
19,625
19,246
19,113
19,616
19,168
20,30
20,158
20,845
20,652
20,406
20,290
20,110
20,475
20,958
20,506
20,999
21,247
21,947
21,884
21,194
21,128
21,804
21,471
21,727
21,266
21,55
22,453
22,823
22,241
22,551
22,503
22,422
22,790
23,407
23,225
23,702
23,254
23,857
23,651
23,161
23,195
23,566
23,107
24,929
24,333
24,479
24,261
24,178
24,451
24,727
24,648
24,95
24,413
24,999
24,308
24,777
24,106
24,544
24,465
24,694
24,993
24,132
24,329
24,469
24,288
24,284
24,578
24,848
24,540
24,959
25,767
25,900
25,43
25,939
25,46
25,773
25,894
25,982
25,525
25,214
25,326
25,183
25,605
26,95
26,134
26,952
26,708
26,953
26,71
26,796
26,168
27,187
27,845
27,261
27,936
27,33
27,549
27,507
27,732
27,950
27,184
27,960
27,246
27,990
27,606
27,516
27,285
28,717
28,743
28,82
28,331
28,899
28,539
28,380
28,496
28,50
28,264
28,283
28,30
28,624
28,967
28,418
28,246
29,641
29,523
29,781
29,220
29,826
29,704
29,815
29,458
29,41
29,766
30,309
30,323
30,219
30,296
30,164
30,431
30,308
30,62
30,513
30,803
30,641
30,134
30,760
30,842
30,261
30,687
30,422
31,645
31,940
31,483
31,854
31,762
31,161
31,244
31,927
31,690
31,183
32,520
32,198
32,98
32,249
32,894
32,113
32,625
32,732
32,420
32,662
32,77
33,349
33,126
33,880
33,226
33,382
33,199
33,636
34,873
34,247
34,912
34,267
34,358
34,996
34,566
34,612
34,803
35,739
35,424
35,73
35,196
35,612
35,758
35,144
35,887
35,567
35,205
35,199
35,932
35,307
36,547
36,979
36,107
36,816
37,645
37,397
37,940
37,908
37,621
37,284
37,601
37,224
37,118
37,333
37,474
38,877
38,985
38,50
38,998
38,490
38,739
38,439
38,540
38,708
38,178
38,960
38,235
38,115
38,452
38,966
38,854
38,183
39,395
39,888
39,404
39,727
39,477
39,884
39,420
39,505
40,134
40,842
40,525
40,956
40,762
40,164
40,599
41,146
41,884
41,847
41,59
41,493
41,447
41,209
41,423
42,264
42,87
42,424
42,739
42,309
42,759
42,738
42,976
42,48
42,542
42,184
42,351
42,411
42,115
42,44
42,607
42,225
42,51
42,116
42,654
42,513
42,300
42,792
42,60
42,171
42,888
42,356
42,934
42,84
42,687
42,821
42,999
43,793
43,947
43,411
43,108
43,395
43,849
43,809
44,873
44,841
44,970
44,152
44,507
44,169
44,965
44,999
45,144
45,264
45,970
45,552
45,321
46,415
46,962
46,756
46,923
46,201
46,559
46,173
46,573
46,629
46,626
46,427
46,413
46,552
46,734
46,618
47,372
47,342
47,205
47,76
47,121
47,317
47,246
48,833
48,738
48,242
48,416
48,106
48,881
48,763
48,199
48,667
48,742
48,589
48,209
48,790
49,502
49,932
49,865
49,551
49,404
49,549
49,633
49,174
49,275
49,509
49,438
50,158
50,785
50,720
50,437
50,89
50,705
51,873
51,338
51,134
51,133
51,566
51,570
51,285
51,616
52,533
52,549
52,455
52,114
52,715
52,872
52,599
53,514
53,641
53,935
53,353
53,404
53,181
53,676
53,998
53,910
53,914
53,532
54,800
54,488
54,162
54,913
54,430
54,593
54,66
54,742
54,677
54,312
54,702
54,417
55,540
55,318
55,708
55,984
55,106
55,280
55,377
55,387
55,456
55,137
55,725
56,610
56,345
56,279
56,496
56,813
56,933
56,823
56,363
56,833
56,988
56,183
57,611
57,719
57,405
57,213
57,486
57,823
57,735
57,436
57,737
57,790
57,999
58,952
58,351
58,555
58,836
58,978
58,248
58,790
58,844
58,999
59,237
59,537
59,941
59,647
59,759
59,493
59,209
59,955
59,616
60,98
60,942
60,731
60,587
60,335
60,315
60,934
60,104
60,809
60,616
61,910
61,169
61,250
61,895
61,907
61,88
61,714
61,439
61,434
61,778
61,790
62,658
62,841
62,848
62,816
62,97
62,957
62,645
62,361
63,515
63,968
63,549
63,782
63,480
63,133
63,934
63,469
63,911
63,525
63,994
64,985
64,133
64,669
64,734
64,433
64,872
64,670
64,896
64,815
64,975
64,447
64,724
64,198
64,844
65,375
65,236
65,381
65,641
65,380
65,891
65,84
65,427
65,261
65,962
65,517
65,258
65,790
65,791
66,466
66,901
66,480
66,477
66,97
66,642
66,623
66,562
66,324
66,567
66,514
66,392
66,213
66,735
66,890
66,492
66,849
66,584
66,911
66,539
66,791
66,999
67,158
67,812
67,172
67,146
67,869
67,114
67,488
68,639
68,901
68,808
68,312
68,388
68,756
68,288
68,946
68,620
68,93
68,181
68,706
68,545
68,426
68,104
68,525
68,687
68,432
68,790
68,215
69,121
69,97
69,873
69,846
69,420
69,246
